Latitude_Degrees;Longitude_Degrees;Ocean_Name;Ecoregion_Name;Distance_to_Shore;Exposure;Turbidity;Cyclone_Frequency;Date_Year;Percent_Bleaching;Temperature_Kelvin;Temperature_Mean
24.9313;125.2327;Pacific;South Ryukyu Islands Japan;14;Sheltered;0.0517;63.88;2014;0;294.78;298.58
24.9841;125.2847;Pacific;South Ryukyu Islands Japan;6490.72;Exposed;0.0716;63.88;2014;0;299.76;298.57
24.9882;125.2876;Pacific;South Ryukyu Islands Japan;7057.75;Exposed;0.0716;63.88;2015;0;302.14;298.57
26.0869;127.7046;Pacific;North Ryukyu Islands Japan;226.35;Exposed;0.0314;67.22;2010;0;296.10;298.19
26.0871;127.7052;Pacific;North Ryukyu Islands Japan;228.23;Exposed;0.0314;67.22;2010;0;302.03;298.19
26.1098;127.6564;Pacific;North Ryukyu Islands Japan;154.25;Sheltered;0.027;67.22;2010;0;301.17;298.14
26.2137;127.2930;Pacific;North Ryukyu Islands Japan;91.32;Sheltered;0.0516;69.92;2013;0;300.58;297.95
26.2209;127.3089;Pacific;North Ryukyu Islands Japan;51.26;Sheltered;0.0516;69.92;2013;0;300.58;297.95
26.2223;127.2898;Pacific;North Ryukyu Islands Japan;420.73;Sheltered;0.0361;69.92;2013;0;300.58;297.95
26.2242;127.2892;Pacific;North Ryukyu Islands Japan;371.14;Sheltered;0.0361;69.92;2013;0;300.58;297.95
26.2353;127.2897;Pacific;North Ryukyu Islands Japan;171.43;Exposed;0.0361;69.92;2013;0;300.58;297.95
26.6360;127.8830;Pacific;South Ryukyu Islands Japan;12.83;Sheltered;0.0426;66.52;2010;0;302.34;297.69
26.6944;128.0224;Pacific;North Ryukyu Islands Japan;37.45;Sheltered;0.0295;60.98;2010;0;302.14;297.62
28.1112;129.3337;Pacific;North Ryukyu Islands Japan;65.32;Sheltered;0.0376;74.03;2013;0;300.6;297.43
29.7834;129.9243;Pacific;North Ryukyu Islands Japan;3991.81;Exposed;0.0389;64.22;2010;0;300.62;297.9
32.0146;130.1787;Pacific;South-east Kyushu Japan;70.94;Exposed;0.1305;61.24;2010;0;293.70;294.33
32.0365;130.1982;Pacific;North Kyushu and South Korea;65.85;Exposed;0.1247;61.24;2010;0;301.15;295.01
32.2044;129.9966;Pacific;North Kyushu and South Korea;56.49;Sheltered;0.0847;60.92;2016;0;300.11;293.98
32.2045;129.9963;Pacific;North Kyushu and South Korea;68.04;Sheltered;0.0847;60.92;2010;0;292.24;293.98
32.5811;128.7222;Pacific;North Kyushu and South Korea;137.01;Sheltered;0.0653;52.47;2013;0;297.72;294.06
32.6647;129.7575;Pacific;North Kyushu and South Korea;20.89;Sheltered;0.0868;60.90;2010;0;302.32;293.51
32.6954;129.7911;Pacific;North Kyushu and South Korea;5.12;Sheltered;0.0891;60.63;2010;0;301.66;293.54
32.7847;132.8546;Pacific;Shikoku Japan;261.17;Sheltered;0.0646;60.35;2010;0;301.2;295.46
33.0421;132.4857;Pacific;Shikoku Japan;20.14;Sheltered;0.0930;55.33;2011;0;299.1;293.96
33.0437;132.4850;Pacific;Shikoku Japan;41.35;Sheltered;0.0930;55.33;2011;0;299.1;293.96
33.1110;132.4209;Pacific;Shikoku Japan;59.23;Sheltered;0.0735;54.32;2010;0;294.54;293.24
33.1455;139.7391;Pacific;Honshu Japan;6.65;Exposed;0.047;60.67;2010;0;300.74;295.44
33.3965;133.3415;Pacific;Shikoku Japan;41.58;Exposed;0.1250;59.89;2010;0;292.4;294.71
33.4558;129.7450;Pacific;North Kyushu and South Korea;155.89;Sheltered;0.1414;54.62;2010;0;294.09;292.29
33.4560;129.7448;Pacific;North Kyushu and South Korea;138.71;Sheltered;0.1414;54.62;2011;0;287.04;292.29
33.5193;133.7551;Pacific;Shikoku Japan;93.1;Exposed;0.1032;57.47;2016;0;298.77;294.75
33.8522;139.6092;Pacific;Honshu Japan;178.43;Exposed;0.0524;59.67;2013;0;298.01;295.16
34.1224;139.5166;Pacific;Honshu Japan;48.84;Exposed;0.0565;59.72;2010;0;299.78;294.42
34.1224;139.5166;Pacific;Honshu Japan;58.8;Exposed;0.0565;59.72;2010;0;299.78;294.42
34.2402;139.1369;Pacific;Honshu Japan;20.6;Exposed;0.0693;57.97;2016;0;299.40;293.9
34.7027;129.4417;Pacific;North Kyushu and South Korea;159.9;Sheltered;0.0887;57.14;2013;0;298.26;292.28
34.7870;139.4082;Pacific;Honshu Japan;95.01;Exposed;0.0669;56.61;2010;0;289.32;293.12
34.7875;139.4027;Pacific;Honshu Japan;45.7;Exposed;0.0669;56.61;2010;0;299.39;293.12
34.8107;138.7451;Pacific;Honshu Japan;29.01;Exposed;0.0994;59.29;2011;0;297.70;293.03
-6.2805;39.1743;Indian;Kenya and Tanzania coast;172.73;Sheltered;0.0659;41.99;2010;10.34;301.64;300.51
-12.9999;45.1539;Indian;Mayotte and Comoros;277.95;Sheltered;0.0601;40.47;2010;10.48;301.29;300.72
10.6247;103.2906;Pacific;Gulf of Thailand;299.32;Sheltered;0.0888;49.88;2010;11;303;302.23
-5.8171;39.3827;Indian;Kenya and Tanzania coast;234.04;Sheltered;0.0499;42.11;2010;11.96;300.75;300.23
10.6247;103.2906;Pacific;Gulf of Thailand;299.32;Sheltered;0.0888;49.88;2010;12;301.74;302.23
0.77;120.14;Pacific;Makassar Strait Indonesia;2446.47;Sheltered;0.0466;53.57;2010;12.5;302.38;302.14
-6.1575;39.1211;Indian;Kenya and Tanzania coast;882.28;Sheltered;0.0602;42.06;2010;13.48;302.29;300.54
-5.8143;39.3847;Indian;Kenya and Tanzania coast;442.29;Sheltered;0.0499;42.11;2010;14.87;299.5;300.23
10.714;-75.73;Atlantic;Netherlands Antilles and south Caribbean;28680.25;Exposed;0.0481;43.01;2010;15;301.91;301.11
-5.843;110.583;Pacific;Java Sea;152.82;Sheltered;0.0697;49.35;2010;15;302.64;302.08
-6.1484;39.1301;Indian;Kenya and Tanzania coast;62.57;Sheltered;0.0613;42.06;2010;15.73;302.29;300.54
-6.2777;39.1743;Indian;Kenya and Tanzania coast;232.69;Sheltered;0.0659;41.99;2010;17.13;303.15;300.51
-6.1504;39.1261;Indian;Kenya and Tanzania coast;212.49;Sheltered;0.0613;42.06;2010;17.59;302.29;300.54
5.114;114.599;Pacific;Sunda Shelf south-east Asia;30080.65;Exposed;0.1160;53.23;2010;20;303.1;302.44
-6.1464;39.1368;Indian;Kenya and Tanzania coast;158.37;Sheltered;0.0613;42.06;2010;20.06;302.29;300.54
-6.1483;39.1302;Indian;Kenya and Tanzania coast;69.54;Sheltered;0.0613;42.06;2010;20.53;302.29;300.54
-14.33;-170.71;Pacific;Samoa Tuvalu and Tonga;23.1;Sheltered;0.0263;52.54;2011;21.5;301.98;301.48
-6.1465;39.1312;Indian;Kenya and Tanzania coast;104.4;Sheltered;0.0613;42.06;2010;22.06;302.29;300.54
-12.9941;45.229;Indian;Mayotte and Comoros;3383.53;Sheltered;0.0518;40.47;2010;22.24;300.72;300.67
-6.1481;39.1304;Indian;Kenya and Tanzania coast;59.27;Sheltered;0.0613;42.06;2010;23.4;302.29;300.54
-6.1176;39.1692;Indian;Kenya and Tanzania coast;220.71;Sheltered;0.0658;42.06;2010;23.95;301.76;300.57
10.619;103.301;Pacific;Gulf of Thailand;242.34;Sheltered;0.1002;49.88;2010;25;303.00;302.19
10.693;103.314;Pacific;Gulf of Thailand;150.02;Sheltered;0.1214;49.94;2010;25;303.57;302.28
-12.6722;45.0567;Indian;Mayotte and Comoros;409.38;Sheltered;0.0628;40.30;2010;25.71;300.82;300.63
-6.1482;39.1303;Indian;Kenya and Tanzania coast;61.95;Sheltered;0.0613;42.06;2010;25.74;302.29;300.54
-6.2765;39.1745;Indian;Kenya and Tanzania coast;204.32;Sheltered;0.0659;41.99;2010;26.52;303.15;300.51
-6.2805;39.1743;Indian;Kenya and Tanzania coast;172.73;Sheltered;0.0659;41.99;2010;26.74;301.64;300.51
-6.1203;39.1654;Indian;Kenya and Tanzania coast;30.01;Sheltered;0.0694;42.06;2010;27.94;301.76;300.57
-14.33;-170.5;Pacific;Samoa Tuvalu and Tonga;6923.2;Exposed;0.0251;54.15;2010;30;303.22;301.39
10.6247;103.2906;Pacific;Gulf of Thailand;299.32;Sheltered;0.0888;49.88;2010;30;303.62;302.23
10.651;103.261;Pacific;Gulf of Thailand;164.24;Sheltered;0.0917;49.88;2010;30;302.95;302.18
-10.152;123.595;Indian;Lesser Sunda Islands and Savu Sea;268.58;Sheltered;0.4569;41.03;2010;30;303.29;301.36
32.7765;132.7321;Pacific;Shikoku Japan;79.9;Exposed;0.0584;57.74;2010;30;301.1;295.39
4.3676;73.3708;Indian;Maldive Islands;32.88;Sheltered;0.0865;42.38;2010;30;302.41;301.81
12.9347;92.9558;Indian;Andaman Islands;635.95;Sheltered;0.048;41.25;2010;30.5;303.66;301.56
10.6247;103.2906;Pacific;Gulf of Thailand;299.32;Sheltered;0.0888;49.88;2010;34;303.23;302.23
9.2268;98.3742;Indian;Andaman Sea;3090.73;Sheltered;0.2050;48.00;2010;40;304.47;302.39
0.1833;-176.4667;Pacific;Phoenix Islands central Kiribati;1038.72;Exposed;0.0446;47.11;2010;40;302.67;301.29
0.8;-176.6;Pacific;Phoenix Islands central Kiribati;1411.89;Exposed;0.0445;47.12;2010;40;301.68;301.3
10.6247;103.2906;Pacific;Gulf of Thailand;299.32;Sheltered;0.0888;49.88;2010;47;303.49;302.23
5.073;114.719;Pacific;Sunda Shelf south-east Asia;17799.33;Exposed;0.2733;53.29;2010;30.5;304.4;302.5
26.4405;127.7772;Pacific;North Ryukyu Islands Japan;72.56;Exposed;0.0341;64.30;2013;30.5;301.38;297.79
26.5326;128.0748;Pacific;North Ryukyu Islands Japan;1137.23;Sometimes;0.037;65.87;2016;30.5;302.1;297.9
32.7736;132.6266;Pacific;Shikoku Japan;72.15;Sheltered;0.068;56.55;2010;30.5;301.26;295.24
33.5211;133.7537;Pacific;Shikoku Japan;46.26;Sheltered;0.1032;57.47;2011;30.5;292.70;294.75
33.5212;133.7536;Pacific;Shikoku Japan;91.03;Sheltered;0.1032;57.47;2010;30.5;302.12;294.75
33.6901;135.3315;Pacific;Shikoku Japan;97.8;Sometimes;0.0723;58.86;2010;30.5;299.66;294.50
33.6906;135.3360;Pacific;Shikoku Japan;33.5;Sometimes;0.077;58.86;2013;30.5;298.37;294.50
26.3550;127.1427;Pacific;North Ryukyu Islands Japan;507.22;Sheltered;0.0331;68.74;2016;30.5;301.39;298.11
28.0729;129.3315;Pacific;North Ryukyu Islands Japan;80.55;Exposed;0.0385;78.86;2016;30.5;303.08;297.45
24.8136;125.1442;Pacific;South Ryukyu Islands Japan;81.11;Sheltered;0.0597;72.18;2016;30.5;302.98;298.69
26.3269;127.7442;Pacific;North Ryukyu Islands Japan;91.08;Exposed;0.046;65.56;2010;30.5;296.87;297.79
26.3269;127.7450;Pacific;North Ryukyu Islands Japan;9.57;Exposed;0.046;65.56;2016;30.5;303.27;297.79
26.3271;127.7448;Pacific;North Ryukyu Islands Japan;19.68;Exposed;0.046;65.56;2013;30.5;301.74;297.79
26.4956;127.8389;Pacific;North Ryukyu Islands Japan;55.91;Sheltered;0.0208;64.30;2016;30.5;303.31;297.73
26.7146;128.0224;Pacific;North Ryukyu Islands Japan;240.78;Exposed;0.0424;60.98;2016;30.5;302.31;297.62
26.7147;128.0144;Pacific;North Ryukyu Islands Japan;95.41;Exposed;0.0424;60.98;2016;30.5;301.5;297.62
26.8474;128.2880;Pacific;North Ryukyu Islands Japan;48.23;Sheltered;0.0288;67.16;2013;30.5;302.48;297.7
32.7784;132.7325;Pacific;Shikoku Japan;41.34;Sheltered;0.0584;57.74;2016;30.5;299.15;295.39
32.7788;132.7326;Pacific;Shikoku Japan;28.57;Sheltered;0.0584;57.74;2016;30.5;299.52;295.39
24.2312;123.9935;Pacific;South Ryukyu Islands Japan;350.28;Exposed;0.2194;61.48;2016;30.5;303.54;298.97
24.3098;124.1065;Pacific;South Ryukyu Islands Japan;1276.71;Exposed;0.1107;65.89;2016;30.5;303.48;298.88
24.3124;124.1045;Pacific;South Ryukyu Islands Japan;937.73;Exposed;0.1107;65.89;2016;30.5;300.86;298.88
24.4162;124.1124;Pacific;South Ryukyu Islands Japan;1540.71;Sometimes;0.0489;64.82;2016;30.5;300.98;298.90
24.4200;124.1139;Pacific;South Ryukyu Islands Japan;1121.02;Sometimes;0.0422;50.23;2016;30.5;302.52;298.90
24.4234;124.0999;Pacific;South Ryukyu Islands Japan;726.43;Sheltered;0.0422;50.23;2016;30.5;301.28;298.90
24.4236;124.0777;Pacific;South Ryukyu Islands Japan;137.16;Exposed;0.0435;66.81;2016;30.5;303.90;298.90
24.4243;124.0769;Pacific;South Ryukyu Islands Japan;156.95;Exposed;0.0435;66.81;2010;30.5;302.59;298.90
24.4264;124.0719;Pacific;South Ryukyu Islands Japan;92.34;Exposed;0.0435;66.81;2016;30.5;300.98;298.90
24.4271;124.1059;Pacific;South Ryukyu Islands Japan;688.93;Sheltered;0.0422;50.23;2016;30.5;300.29;298.90
24.4496;124.1757;Pacific;South Ryukyu Islands Japan;51.99;Sheltered;0.0355;50.23;2013;30.5;301.90;298.87
24.4501;124.1737;Pacific;South Ryukyu Islands Japan;86.96;Sheltered;0.0355;50.23;2016;30.5;303.64;298.87
24.4517;124.1836;Pacific;South Ryukyu Islands Japan;45.28;Sheltered;0.0355;50.23;2016;30.5;303.64;298.87
24.4518;124.1834;Pacific;South Ryukyu Islands Japan;50.99;Sheltered;0.0355;50.23;2016;30.5;303.2;298.87
24.4521;124.1839;Pacific;South Ryukyu Islands Japan;61.03;Sheltered;0.0355;50.23;2016;30.5;303.64;298.87
24.4526;124.1839;Pacific;South Ryukyu Islands Japan;87.17;Sheltered;0.0355;50.23;2013;30.5;301.55;298.87
24.4543;124.0795;Pacific;South Ryukyu Islands Japan;52.29;Exposed;0.0435;66.81;2010;30.5;297.85;298.93
24.4553;124.1846;Pacific;South Ryukyu Islands Japan;209.4;Sheltered;0.0355;50.23;2016;30.5;302.53;298.86
24.4561;124.1864;Pacific;South Ryukyu Islands Japan;136.9;Sheltered;0.0355;50.23;2016;30.5;302.53;298.86
24.4563;124.1861;Pacific;South Ryukyu Islands Japan;170.42;Sheltered;0.0355;50.23;2016;30.5;302.97;298.86
24.4581;124.1952;Pacific;South Ryukyu Islands Japan;68.48;Sheltered;0.0355;50.23;2010;30.5;301.66;298.84
24.4591;124.2053;Pacific;South Ryukyu Islands Japan;120.06;Sheltered;0.0355;50.23;2010;30.5;302.27;298.84
24.4861;124.2864;Pacific;South Ryukyu Islands Japan;557.32;Sheltered;0.0371;73.00;2010;30.5;296.95;298.9
24.6090;124.3262;Pacific;South Ryukyu Islands Japan;273.48;Sheltered;0.0516;66.37;2016;30.5;303.35;298.87
24.6091;124.3261;Pacific;South Ryukyu Islands Japan;272.32;Sheltered;0.0516;66.37;2016;30.5;303.77;298.87
26.0873;127.7102;Pacific;North Ryukyu Islands Japan;167.67;Sheltered;0.0244;67.22;2013;30.5;301.56;298.19
26.0877;127.7109;Pacific;North Ryukyu Islands Japan;83.84;Sheltered;0.0244;67.22;2016;30.5;303.11;298.19
26.0884;127.7078;Pacific;North Ryukyu Islands Japan;190.99;Sheltered;0.0314;67.22;2010;30.5;294.95;298.19
26.0887;127.7072;Pacific;North Ryukyu Islands Japan;140.9;Sheltered;0.0314;67.22;2013;30.5;301.56;298.19
26.0894;127.7085;Pacific;North Ryukyu Islands Japan;78.94;Sheltered;0.0244;67.22;2016;30.5;302.70;298.19
26.2582;127.6824;Pacific;North Ryukyu Islands Japan;143.15;Sheltered;0.0432;65.56;2013;30.5;301.96;297.92
26.2584;127.6821;Pacific;North Ryukyu Islands Japan;168.25;Exposed;0.0432;65.56;2013;30.5;301.96;297.92
26.2595;127.6922;Pacific;North Ryukyu Islands Japan;171.76;Sheltered;0.0432;65.56;2010;30.5;295.77;297.92
26.2730;127.7051;Pacific;North Ryukyu Islands Japan;150.63;Sheltered;0.0432;65.56;2013;30.5;300.98;297.86
26.2757;127.7015;Pacific;North Ryukyu Islands Japan;594.94;Sheltered;0.0432;65.56;2016;30.5;303.54;297.86
26.2763;127.7018;Pacific;North Ryukyu Islands Japan;594.1;Exposed;0.0432;65.56;2016;30.5;300.66;297.86
26.3034;127.7209;Pacific;North Ryukyu Islands Japan;2483.2;Exposed;0.046;65.56;2010;30.5;301.72;297.81
26.4063;127.7150;Pacific;North Ryukyu Islands Japan;93.1;Sheltered;0.0395;64.69;2016;30.5;302.80;297.85
26.4363;127.7132;Pacific;North Ryukyu Islands Japan;147.38;Sheltered;0.0431;61.47;2016;30.5;301.85;297.86
26.4418;127.7124;Pacific;North Ryukyu Islands Japan;45.56;Exposed;0.0431;61.47;2013;30.5;302.17;297.86
26.5076;127.8906;Pacific;North Ryukyu Islands Japan;24.53;Sheltered;0.0386;64.70;2016;30.5;302.08;297.74
26.5544;128.1314;Pacific;North Ryukyu Islands Japan;111.31;Sheltered;0.0375;65.87;2013;30.5;302;297.88
26.5914;127.9598;Pacific;North Ryukyu Islands Japan;207.07;Sheltered;0.0414;65.80;2013;30.5;301.03;297.84
26.6032;127.9305;Pacific;North Ryukyu Islands Japan;288.47;Sheltered;0.0393;65.80;2013;30.5;301.21;297.77
26.6294;127.8589;Pacific;South Ryukyu Islands Japan;60.02;Sometimes;0.0413;66.52;2013;30.5;302.89;297.67
26.6458;127.8544;Pacific;South Ryukyu Islands Japan;99.59;Sometimes;0.0411;66.52;2013;30.5;303.39;297.67
26.6521;127.8570;Pacific;South Ryukyu Islands Japan;124.38;Sometimes;0.0404;66.52;2013;30.5;301.54;297.67
26.6721;127.8827;Pacific;South Ryukyu Islands Japan;602.15;Sometimes;0.0375;66.87;2013;30.5;302.95;297.66
26.7001;127.8752;Pacific;South Ryukyu Islands Japan;252.34;Sheltered;0.0375;66.87;2013;30.5;301.44;297.66
26.7099;127.8813;Pacific;South Ryukyu Islands Japan;39.61;Sheltered;0.0382;66.87;2016;30.5;302.02;297.66
24.0662;123.7621;Pacific;South Ryukyu Islands Japan;186.97;Exposed;0.0328;76.39;2016;30.5;302.72;299.2
24.2801;123.7210;Pacific;South Ryukyu Islands Japan;179.49;Exposed;0.0317;73.79;2016;30.5;300.48;299.18
24.3349;124.2367;Pacific;South Ryukyu Islands Japan;1111.54;Exposed;0.0367;64.82;2016;30.5;303.32;298.93
24.3593;124.2555;Pacific;South Ryukyu Islands Japan;563.2;Sheltered;0.0331;68.44;2013;30.5;301.25;298.93
24.3668;124.2556;Pacific;South Ryukyu Islands Japan;578.81;Sheltered;0.0331;68.44;2016;30.5;302.94;298.93
24.3671;124.2508;Pacific;South Ryukyu Islands Japan;85.14;Sheltered;0.0331;68.44;2016;30.5;302.58;298.93
24.4034;123.8901;Pacific;South Ryukyu Islands Japan;1011.57;Exposed;0.0416;65.58;2016;30.5;301.25;299
24.7186;125.3427;Pacific;South Ryukyu Islands Japan;156.24;Sheltered;0.0495;94.95;2016;30.5;302.63;298.80
24.7194;125.3425;Pacific;South Ryukyu Islands Japan;85.75;Sheltered;0.0495;94.95;2016;30.5;303.83;298.80
24.7261;125.3729;Pacific;South Ryukyu Islands Japan;220.65;Exposed;0.0495;94.95;2013;30.5;295.80;298.75
24.7284;125.4048;Pacific;South Ryukyu Islands Japan;117.73;Exposed;0.03;94.95;2013;30.5;295.88;298.72
24.7609;125.4250;Pacific;South Ryukyu Islands Japan;49.06;Sheltered;0.0375;71.99;2013;30.5;301.3;298.61
24.7645;125.4258;Pacific;South Ryukyu Islands Japan;297.46;Sheltered;0.0375;71.99;2016;30.5;303.75;298.61
24.8133;125.1430;Pacific;South Ryukyu Islands Japan;93.18;Exposed;0.0597;72.18;2016;30.5;302.72;298.69
24.9264;125.2377;Pacific;South Ryukyu Islands Japan;31.6;Sheltered;0.0517;63.88;2016;30.5;303.77;298.52
24.9919;125.2794;Pacific;South Ryukyu Islands Japan;6903.57;Exposed;0.0716;63.88;2013;30.5;294.52;298.57
26.0870;127.7074;Pacific;North Ryukyu Islands Japan;319.58;Exposed;0.0314;67.22;2010;30.5;297.1;298.19
26.2567;127.4027;Pacific;North Ryukyu Islands Japan;74.57;Exposed;0.0373;69.13;2013;30.5;303.16;297.93
26.3083;127.8601;Pacific;North Ryukyu Islands Japan;1453.96;Sheltered;0.0537;64.28;2010;30.5;295.97;297.78
26.3087;127.8631;Pacific;North Ryukyu Islands Japan;1712.43;Sheltered;0.0537;64.28;2013;30.5;301.62;297.81
26.3554;126.8536;Pacific;North Ryukyu Islands Japan;1869.53;Exposed;0.044;64.78;2013;30.5;301.08;298.19
26.5024;127.8420;Pacific;North Ryukyu Islands Japan;122.58;Exposed;0.0387;64.70;2016;30.5;304.15;297.73
26.5037;127.8436;Pacific;North Ryukyu Islands Japan;19.78;Exposed;0.0387;64.70;2016;30.5;304.15;297.73
26.5052;127.8497;Pacific;North Ryukyu Islands Japan;81.99;Exposed;0.0387;64.70;2013;30.5;301.29;297.73
26.5379;128.0800;Pacific;North Ryukyu Islands Japan;364.3;Sheltered;0.037;65.87;2013;30.5;301.66;297.89
26.6311;127.8852;Pacific;South Ryukyu Islands Japan;110.77;Sheltered;0.0426;66.52;2013;30.5;301.09;297.69
26.6359;127.8657;Pacific;South Ryukyu Islands Japan;54.26;Sheltered;0.0414;66.52;2016;30.5;302.19;297.69
26.6361;127.8658;Pacific;South Ryukyu Islands Japan;46.92;Sheltered;0.0414;66.52;2013;30.5;302.96;297.69
26.6977;128.0136;Pacific;North Ryukyu Islands Japan;3.2;Sheltered;0.0295;60.98;2016;30.5;302.86;297.62
26.7793;128.2110;Pacific;North Ryukyu Islands Japan;78.74;Exposed;0.0373;66.57;2013;30.5;303.26;297.67
28.0706;129.3275;Pacific;North Ryukyu Islands Japan;161.64;Exposed;0.0385;78.86;2013;30.5;301.83;297.45
28.2043;129.2716;Pacific;North Ryukyu Islands Japan;59.97;Sheltered;0.0428;65.76;2016;30.5;301.68;297.32
32.6586;128.6600;Pacific;North Kyushu and South Korea;78.29;Sheltered;0.0649;53.42;2013;30.5;297.3;293.75
32.7658;132.8728;Pacific;Shikoku Japan;226.44;Exposed;0.0646;60.35;2010;30.5;300.02;295.46
32.8029;131.9653;Pacific;South-east Kyushu Japan;13.25;Sheltered;0.0897;62.16;2010;30.5;296.07;294.63
33.7691;129.6547;Pacific;North Kyushu and South Korea;4.81;Sheltered;0.0943;58.65;2013;30.5;296.22;292.63
33.8065;129.6676;Pacific;North Kyushu and South Korea;40.38;Sheltered;0.0903;58.60;2013;30.5;296.52;292.69
34.0545;139.4805;Pacific;Honshu Japan;81.99;Exposed;0.0543;58.97;2013;30.5;298.04;294.71
34.0559;139.4807;Pacific;Honshu Japan;58.33;Exposed;0.0543;58.97;2013;30.5;298.04;294.71
34.1056;129.1740;Pacific;North Kyushu and South Korea;44.66;Sheltered;0.0807;60.78;2013;30.5;298.08;293.04
34.4236;129.2664;Pacific;North Kyushu and South Korea;31.48;Sheltered;0.0744;57.71;2013;30.5;297.31;292.73
20.4;-87.3;Atlantic;Belize and west Caribbean;822.83;Sometimes;0.0290;59.85;2010;30.5;301.68;300.80
18.6;-87.7;Atlantic;Belize and west Caribbean;3614.18;Sometimes;0.0275;50.37;2010;30.5;301.66;300.84
20.8;-86.8;Atlantic;Belize and west Caribbean;9427.08;Exposed;0.0287;53.08;2010;30.5;303.64;300.86
20.8;-86.8;Atlantic;Belize and west Caribbean;9427.08;Exposed;0.0287;53.08;2011;30.5;302.99;300.86
-4.6438;39.3342;Indian;Kenya and Tanzania coast;156.36;Sheltered;0.0986;42.51;2010;1.12;301.96;300.29
-4.1104;39.6796;Indian;Kenya and Tanzania coast;1286.06;Exposed;0.0519;42.56;2010;1.34;302.3;299.97
-3.4796;39.9504;Indian;Kenya and Tanzania coast;1583.77;Exposed;0.0542;42.73;2010;2.07;299.82;299.74
-3.4796;39.9504;Indian;Kenya and Tanzania coast;1583.77;Exposed;0.0542;42.73;2010;2.26;299.82;299.74
-3.9833;39.7617;Indian;Kenya and Tanzania coast;1523.23;Exposed;0.0459;42.61;2010;3.3;302.04;299.97
-6.0323;39.4212;Indian;Kenya and Tanzania coast;1462.99;Exposed;0.0544;41.94;2010;3.46;298.97;300.24
-4.4996;39.4824;Indian;Kenya and Tanzania coast;906.31;Exposed;0.0684;42.51;2010;3.9;300.26;300.07
-8.3641;116.0879;Pacific;Lesser Sunda Islands and Savu Sea;20.47;Sheltered;0.0372;47.39;2010;5;302.35;301.71
4.3431;113.8984;Pacific;Sunda Shelf south-east Asia;7554.16;Exposed;0.4293;52.98;2010;5;303.07;302.59
-3.99;39.75;Indian;Kenya and Tanzania coast;1004.93;Sheltered;0.0432;42.61;2010;5.49;302.04;299.97
-4.5052;39.4794;Indian;Kenya and Tanzania coast;862.6;Exposed;0.0742;42.49;2010;6.2;300.26;300.07
-4.709;39.3703;Indian;Kenya and Tanzania coast;3886.69;Sheltered;0.0753;42.48;2010;6.52;301.59;300.23
-12.994;45.23;Indian;Mayotte and Comoros;3477.14;Sheltered;0.0518;40.47;2010;8.21;300.72;300.67
-6.0323;39.4212;Indian;Kenya and Tanzania coast;1462.99;Exposed;0.0544;41.94;2010;8.26;300.29;300.24
5.8667;-162.1;Pacific;Line Islands north-east Kiribati;689.02;Exposed;0.0365;46.64;2010;9.2;300.76;301.06
5.1;114.966;Pacific;Sunda Shelf south-east Asia;9240.29;Exposed;0.1459;53.37;2010;10;305.33;302.72
5.079;115.053;Pacific;Sunda Shelf south-east Asia;3711.53;Exposed;0.2167;53.36;2010;10;304.37;302.83
10.715;103.308;Pacific;Gulf of Thailand;279.81;Sheltered;0.1491;49.94;2010;10;303.63;302.37
10.669;103.256;Pacific;Gulf of Thailand;278.99;Sheltered;0.1078;49.94;2010;10;303.13;302.23
-5.338;71.245;Indian;Chagos Archipelago;54208.28;Exposed;0.0326;38.50;2010;5.5;303.23;301.51
-5.336;71.852;Indian;Chagos Archipelago;7305.47;Sheltered;0.0546;39.07;2010;5.5;302.76;301.38
30.4581;130.4889;Pacific;South-east Kyushu Japan;35.59;Exposed;0.0445;66.97;2016;5.5;304.05;296.76
